Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Application_mode,Debtor,Gender,Course,Curricular_units_2nd_sem_enrolled,Mothers_qualification,Admission_grade,Displaced,Curricular_units_2nd_sem_evaluations,Marital_status,Previous_qualification_grade,Mothers_occupation,Curricular_units_2nd_sem_without_evaluations,GDP,Age_grouped,Admission_grade_grouped,Curricular_units_2nd_sem_grade_grouped,Previous_qualification_grade_grouped
Enrolled,5,11.6,1,0,20,17 - 2nd phase - general contingent,0,0,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,130.7,1,8,1 – single,144.0,4 - Administrative staff,0,0.32,17-20,131-140,9-12,141-150
Graduate,6,15.5,1,0,33,44 - Technological specialization diploma holders,0,0,8014 - Social Service (evening attendance),6,37 - Basic education 1st cycle (4th/5th year) or equiv.,155.9,0,7,2 – married,160.0,9 - Unskilled Workers,0,0.79,31-40,151-160,15-18,161-170
Graduate,5,11.4,1,0,20,1 - 1st phase - general contingent,0,0,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,106.1,1,9,1 – single,105.0,9 - Unskilled Workers,0,0.79,17-20,101-110,9-12,101-110
Graduate,4,12.75,1,0,19,1 - 1st phase - general contingent,1,0,9670 - Advertising and Marketing Management,5,Others,128.6,1,7,1 – single,130.0,0 - Student,2,0.32,17-20,121-130,12-15,131-140
Dropout,8,12.22222222222222,1,0,34,43 - Change of course,1,0,9991 - Management (evening attendance),9,37 - Basic education 1st cycle (4th/5th year) or equiv.,140.0,0,18,2 – married,140.0,9 - Unskilled Workers,0,-0.92,31-40,141-150,12-15,141-150
Graduate,5,14.0,1,0,18,1 - 1st phase - general contingent,0,0,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,145.0,1,5,1 – single,138.0,9 - Unskilled Workers,0,0.32,17-20,141-150,12-15,131-140
Graduate,6,13.0,1,1,24,17 - 2nd phase - general contingent,0,0,8014 - Social Service (evening attendance),6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,113.0,0,7,1 – single,120.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,1.74,21-25,111-120,12-15,121-130
Graduate,6,12.333333333333334,1,0,18,1 - 1st phase - general contingent,0,0,9853 - Basic Education,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,137.1,1,7,1 – single,135.0,9 - Unskilled Workers,0,0.32,17-20,131-140,12-15,131-140
Enrolled,3,13.0,1,0,20,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,119.7,1,7,1 – single,119.0,Others,1,0.32,17-20,111-120,12-15,111-120
Graduate,7,12.91,1,0,21,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,120.5,1,8,1 – single,121.0,4 - Administrative staff,0,1.74,21-25,121-130,12-15,121-130
Graduate,3,11.0,1,1,19,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.7,1,13,1 – single,126.0,9 - Unskilled Workers,0,-3.12,17-20,121-130,9-12,121-130
Graduate,8,12.93625,1,1,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.5,0,8,1 – single,132.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-4.06,17-20,121-130,12-15,131-140
Graduate,6,12.5,1,1,18,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,124.5,1,8,1 – single,128.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,1.79,17-20,121-130,12-15,121-130
Graduate,7,13.0,1,1,38,39 - Over 23 years old,0,0,8014 - Social Service (evening attendance),7,37 - Basic education 1st cycle (4th/5th year) or equiv.,126.0,0,9,4 – divorced,160.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.79,31-40,121-130,12-15,161-170
Enrolled,9,11.7,1,0,21,1 - 1st phase - general contingent,1,1,171 - Animation and Multimedia Design,11,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,136.2,1,18,1 – single,125.0,"5 - Personal Services, Security and Safety Workers and Sellers",1,3.51,21-25,131-140,9-12,121-130
Enrolled,0,0.0,1,0,23,43 - Change of course,0,1,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,124.2,1,5,1 – single,127.0,9 - Unskilled Workers,0,-4.06,21-25,121-130,0-3,121-130
Graduate,8,14.34125,1,0,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,138.5,1,8,1 – single,147.0,4 - Administrative staff,0,-3.12,17-20,131-140,12-15,141-150
Dropout,5,12.0,0,0,18,1 - 1st phase - general contingent,1,0,9773 - Journalism and Communication,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,122.3,1,6,1 – single,130.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.79,17-20,121-130,12-15,131-140
Graduate,0,0.0,1,1,18,1 - 1st phase - general contingent,0,0,171 - Animation and Multimedia Design,0,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,126.0,1,0,1 – single,134.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-3.12,17-20,121-130,0-3,131-140
Enrolled,4,11.25,1,0,24,39 - Over 23 years old,0,0,9003 - Agronomy,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,135.4,1,13,1 – single,140.0,9 - Unskilled Workers,0,1.79,21-25,131-140,9-12,141-150
Graduate,6,14.166666666666666,1,1,18,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,1 - Secondary Education - 12th Year of Schooling or Eq.,146.5,0,6,1 – single,151.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-1.7,17-20,141-150,12-15,151-160
Graduate,6,12.857142857142858,1,0,18,1 - 1st phase - general contingent,0,0,9130 - Equinculture,6,3 - Higher Education - Degree,121.9,1,9,1 – single,132.0,4 - Administrative staff,0,0.79,17-20,121-130,12-15,131-140
Graduate,10,13.4,1,0,26,7 - Holders of other higher courses,0,0,9991 - Management (evening attendance),10,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,130.0,0,12,1 – single,130.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,2.02,26-30,131-140,12-15,131-140
Enrolled,2,10.0,1,0,19,1 - 1st phase - general contingent,1,0,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,115.2,0,8,1 – single,126.0,9 - Unskilled Workers,0,1.79,17-20,111-120,9-12,121-130
Dropout,0,0.0,1,1,19,18 - 3rd phase - general contingent,0,0,9670 - Advertising and Marketing Management,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,115.2,1,6,1 – single,119.0,9 - Unskilled Workers,0,-1.7,17-20,111-120,0-3,111-120
Enrolled,4,12.5,1,0,19,1 - 1st phase - general contingent,0,0,9254 - Tourism,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.1,0,6,1 – single,123.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-0.92,17-20,121-130,12-15,121-130
Dropout,4,11.0,1,0,20,1 - 1st phase - general contingent,1,0,9130 - Equinculture,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,108.0,1,9,1 – single,106.0,9 - Unskilled Workers,0,-3.12,17-20,101-110,9-12,101-110
Enrolled,2,13.5,1,0,22,1 - 1st phase - general contingent,0,0,9254 - Tourism,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,125.9,1,12,1 – single,121.0,9 - Unskilled Workers,0,-3.12,21-25,121-130,12-15,121-130
Graduate,8,15.127777777777778,1,0,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,128.0,1,9,1 – single,138.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,2.02,17-20,121-130,15-18,131-140
Graduate,8,15.0125,1,0,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,3 - Higher Education - Degree,113.5,1,8,1 – single,118.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,1.79,17-20,111-120,15-18,111-120
Enrolled,4,13.375,1,0,36,39 - Over 23 years old,0,0,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,124.6,0,12,2 – married,120.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,1.74,31-40,121-130,12-15,121-130
Dropout,0,0.0,1,0,29,39 - Over 23 years old,0,0,9853 - Basic Education,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,116.0,1,6,1 – single,133.1,9 - Unskilled Workers,0,2.02,26-30,111-120,0-3,131-140
Graduate,4,11.0,1,0,19,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,3 - Higher Education - Degree,124.9,1,12,1 – single,141.0,2 - Specialists in Intellectual and Scientific Activities,0,-1.7,17-20,121-130,9-12,141-150
Dropout,0,0.0,0,0,24,39 - Over 23 years old,1,0,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,140.5,0,0,Others,180.0,4 - Administrative staff,0,0.79,21-25,141-150,0-3,>170
Dropout,0,0.0,0,0,27,39 - Over 23 years old,1,0,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,179.6,0,7,Others,180.0,4 - Administrative staff,0,3.51,26-30,>170,0-3,>170
Graduate,6,14.285714285714286,1,1,18,17 - 2nd phase - general contingent,0,0,9773 - Journalism and Communication,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,116.1,1,7,1 – single,115.0,9 - Unskilled Workers,0,0.79,17-20,111-120,12-15,111-120
Graduate,0,0.0,1,1,18,17 - 2nd phase - general contingent,0,0,171 - Animation and Multimedia Design,0,3 - Higher Education - Degree,139.4,1,0,1 – single,142.0,2 - Specialists in Intellectual and Scientific Activities,0,-4.06,17-20,131-140,0-3,141-150
Dropout,0,0.0,1,0,21,17 - 2nd phase - general contingent,0,0,9556 - Oral Hygiene,7,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,129.0,1,0,1 – single,135.0,3 - Intermediate Level Technicians and Professions,0,-1.7,21-25,121-130,0-3,131-140
Graduate,5,13.0,1,1,43,39 - Over 23 years old,0,0,9670 - Advertising and Marketing Management,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,135.6,0,9,2 – married,150.0,9 - Unskilled Workers,0,1.79,41-50,131-140,12-15,151-160
Graduate,5,14.4,1,1,18,43 - Change of course,0,0,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,147.8,0,13,1 – single,153.0,9 - Unskilled Workers,5,-0.92,17-20,141-150,12-15,151-160
Dropout,3,15.333333333333334,1,1,21,18 - 3rd phase - general contingent,0,0,9085 - Veterinary Nursing,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,138.0,1,6,1 – single,153.0,9 - Unskilled Workers,0,3.51,21-25,131-140,15-18,151-160
Dropout,0,0.0,1,0,26,7 - Holders of other higher courses,0,0,9147 - Management,5,Others,150.0,0,0,1 – single,150.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,-3.12,26-30,151-160,0-3,151-160
Graduate,7,14.214285714285714,1,1,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,130.8,1,8,1 – single,144.0,9 - Unskilled Workers,0,-1.7,17-20,131-140,12-15,141-150
Graduate,5,12.4,1,0,18,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,122.6,0,5,1 – single,130.0,90 - Other Situation,0,0.32,17-20,121-130,12-15,131-140
Dropout,1,10.0,1,0,22,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,3 - Higher Education - Degree,119.1,1,14,1 – single,125.0,2 - Specialists in Intellectual and Scientific Activities,0,-3.12,21-25,111-120,9-12,121-130
Dropout,0,0.0,1,0,27,39 - Over 23 years old,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,111.8,1,0,1 – single,133.1,4 - Administrative staff,0,2.02,26-30,111-120,0-3,131-140
Graduate,5,12.6,1,0,18,1 - 1st phase - general contingent,0,0,9147 - Management,5,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.0,1,6,1 – single,133.0,9 - Unskilled Workers,0,-3.12,17-20,121-130,12-15,131-140
Graduate,4,12.2,1,0,19,17 - 2nd phase - general contingent,0,0,9085 - Veterinary Nursing,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,129.9,0,9,1 – single,140.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-3.12,17-20,121-130,12-15,141-150
Graduate,8,15.75,1,0,18,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,131.1,1,8,1 – single,133.0,3 - Intermediate Level Technicians and Professions,0,0.79,17-20,131-140,15-18,131-140
Graduate,6,14.857142857142858,1,1,19,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,141.4,0,9,1 – single,154.0,4 - Administrative staff,0,2.02,17-20,141-150,12-15,151-160
Dropout,0,0.0,0,0,32,39 - Over 23 years old,0,0,9085 - Veterinary Nursing,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,120.0,0,0,1 – single,133.1,9 - Unskilled Workers,0,2.02,31-40,121-130,0-3,131-140
Graduate,17,15.023529411764704,1,0,23,42 - Transfer,0,0,9500 - Nursing,17,37 - Basic education 1st cycle (4th/5th year) or equiv.,133.4,1,17,1 – single,168.0,9 - Unskilled Workers,0,-4.06,21-25,131-140,15-18,161-170
Graduate,6,13.383333333333333,1,0,20,17 - 2nd phase - general contingent,0,0,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,127.3,1,7,1 – single,132.0,4 - Administrative staff,0,0.32,17-20,121-130,12-15,131-140
Graduate,10,13.090909090909092,1,0,20,1 - 1st phase - general contingent,1,0,171 - Animation and Multimedia Design,11,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,131.8,1,16,1 – single,133.1,"5 - Personal Services, Security and Safety Workers and Sellers",0,3.51,17-20,131-140,12-15,131-140
Dropout,2,10.666666666666666,0,0,19,17 - 2nd phase - general contingent,1,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,114.8,1,13,1 – single,120.0,4 - Administrative staff,0,-0.92,17-20,111-120,9-12,121-130
Graduate,8,13.01125,1,1,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,132.8,1,8,1 – single,150.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-3.12,17-20,131-140,12-15,151-160
Dropout,4,12.0,1,0,21,44 - Technological specialization diploma holders,0,0,9003 - Agronomy,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,140.0,0,12,1 – single,140.0,9 - Unskilled Workers,0,-4.06,21-25,141-150,12-15,141-150
Enrolled,0,0.0,1,1,20,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,1 - Secondary Education - 12th Year of Schooling or Eq.,108.3,0,15,1 – single,103.0,9 - Unskilled Workers,0,2.02,17-20,101-110,0-3,101-110
Graduate,3,12.666666666666666,1,0,22,44 - Technological specialization diploma holders,0,0,9085 - Veterinary Nursing,6,3 - Higher Education - Degree,150.0,1,18,1 – single,150.0,2 - Specialists in Intellectual and Scientific Activities,0,1.79,21-25,151-160,12-15,151-160
Graduate,5,11.4,1,0,26,44 - Technological specialization diploma holders,0,0,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,160.0,0,7,1 – single,160.0,9 - Unskilled Workers,0,-1.7,26-30,161-170,9-12,161-170
Graduate,5,13.8,1,0,20,1 - 1st phase - general contingent,0,0,9070 - Communication Design,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,131.7,1,7,1 – single,131.0,3 - Intermediate Level Technicians and Professions,0,-1.7,17-20,131-140,12-15,131-140
Graduate,7,13.65,1,0,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,112.6,1,10,1 – single,114.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-0.92,17-20,111-120,12-15,111-120
Graduate,5,11.2,1,0,31,39 - Over 23 years old,0,0,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,111.1,0,6,1 – single,120.0,9 - Unskilled Workers,0,0.32,31-40,111-120,9-12,121-130
Graduate,8,11.736,1,1,20,43 - Change of course,1,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,127.5,1,10,1 – single,140.0,9 - Unskilled Workers,0,-4.06,17-20,121-130,9-12,141-150
Graduate,5,13.428571428571429,1,0,20,43 - Change of course,0,0,9085 - Veterinary Nursing,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,120.2,1,10,1 – single,130.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",1,1.74,17-20,121-130,12-15,131-140
Graduate,8,14.511111111111113,1,0,21,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,37 - Basic education 1st cycle (4th/5th year) or equiv.,118.9,1,9,1 – single,121.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-0.92,21-25,111-120,12-15,121-130
Graduate,8,12.6125,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,119.9,1,8,1 – single,130.0,9 - Unskilled Workers,0,1.79,17-20,111-120,12-15,131-140
Graduate,6,13.8,1,1,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,127.3,1,7,1 – single,141.0,9 - Unskilled Workers,0,0.32,17-20,121-130,12-15,141-150
Graduate,7,15.142857142857142,1,1,18,1 - 1st phase - general contingent,0,0,9853 - Basic Education,7,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,127.9,1,7,1 – single,131.0,3 - Intermediate Level Technicians and Professions,0,0.79,17-20,121-130,15-18,131-140
Enrolled,5,12.6,1,0,40,39 - Over 23 years old,0,0,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.0,0,7,4 – divorced,133.1,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-0.92,31-40,131-140,12-15,131-140
Graduate,6,13.333333333333334,1,1,18,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,114.6,0,6,1 – single,117.0,4 - Administrative staff,0,0.79,17-20,111-120,12-15,111-120
Graduate,6,14.833333333333334,1,0,18,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,Others,144.5,1,6,1 – single,151.0,2 - Specialists in Intellectual and Scientific Activities,0,3.51,17-20,141-150,12-15,151-160
Graduate,7,12.166666666666666,1,0,19,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,125.4,1,14,1 – single,131.0,4 - Administrative staff,0,-4.06,17-20,121-130,12-15,131-140
Graduate,6,13.166666666666666,1,1,19,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,145.0,0,6,1 – single,145.0,9 - Unskilled Workers,0,1.79,17-20,141-150,12-15,141-150
Dropout,0,0.0,0,0,28,39 - Over 23 years old,1,0,9003 - Agronomy,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,138.1,0,7,1 – single,135.0,9 - Unskilled Workers,0,3.51,26-30,131-140,0-3,131-140
Graduate,6,12.666666666666666,1,0,20,17 - 2nd phase - general contingent,0,0,9070 - Communication Design,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,124.6,1,6,1 – single,119.0,9 - Unskilled Workers,0,0.32,17-20,121-130,12-15,111-120
Graduate,5,13.0,1,0,18,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,130.8,1,9,1 – single,122.0,9 - Unskilled Workers,0,-3.12,17-20,131-140,12-15,121-130
Graduate,6,15.25,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,1 - Secondary Education - 12th Year of Schooling or Eq.,140.5,1,7,1 – single,155.0,4 - Administrative staff,0,0.32,17-20,141-150,15-18,151-160
Graduate,3,12.0,1,1,20,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,124.1,1,10,1 – single,123.0,9 - Unskilled Workers,1,-3.12,17-20,121-130,12-15,121-130
